-2.293700568461469302e+00 -2.130399101339396584e+00 -5.215265035546814865e+00 -5.490194352802499900e+00 -3.543187854202869858e+00 -3.935286989556665116e+00 -6.030148047502795983e+00 -6.676878449906327617e+00 -4.142775304196517183e+00 -4.984198244772960251e+00 -5.853758787677053377e+00 -6.248812005909724299e+00 -3.817131527231180765e+00 -4.292624930624158175e+00 -3.628510756944045568e+00 -3.930389828761194693e+00 -2.922827516044022911e+00 -2.773496753199464759e+00 -1.737012445381944437e+00 -1.775910895117503552e+00 -1.317864002391161415e+00 -1.501474926463646442e+00 -1.207756588438354123e-01 -1.237490200189910183e-01 -6.192082904708896551e-01 -7.503609845256967725e-01 1.107253075882817628e+00 1.097517759309187602e+00 -9.155949932059828100e-01 -1.004735738454687111e+00 2.655764539960428383e+00 2.798675207108254792e+00
2.827149425958321860e-01 1.570146986703990499e-01 1.244806999220873650e-01 1.100860199767191711e-01 -8.050731818017196062e-01 -9.776587700889091126e-01 1.740793689185237969e-01 1.682964943843575367e-01 -2.196226706771047255e+00 -2.774031282425141853e+00 2.495143997750417786e-01 2.334811070911813613e-01 -3.431763212835076349e+00 -4.153420832111165417e+00 2.507408574301398518e-01 2.523544320644485195e-01 -3.991293960359709736e+00 -4.099247712325803761e+00 2.039516764857552678e-01 2.004638927094846146e-01 -2.341924424186873299e+00 -2.832128079951715005e+00 5.375928760728385103e-02 3.762791582333136625e-02 -7.491347446271888755e-01 -1.003356415708542393e+00 -4.099154301395530053e-02 -5.657501394685380408e-02 2.257112583181704601e-01 1.579957827870450693e-01 -5.970710281805562125e-02 -6.568976566224052349e-02
3.223347545563438388e+00 2.868210669289387393e+00 1.289699140980053116e+00 1.272708687114640691e+00 3.939128195822355849e+00 4.180799964139265690e+00 1.936364238168902574e+00 1.976732142959234606e+00 2.704926366822748118e+00 3.081119880577496417e+00 3.125818272376533535e+00 3.109955914721930892e+00 -1.457408379960637712e-01 -1.506729592109917470e-01 3.778634754784472527e+00 3.983195883602598908e+00 -3.737073741091833323e+00 -3.375237560824819738e+00 4.017816543047353584e+00 4.217086797779166396e+00 -4.375990998595276515e+00 -4.750924281182632214e+00 2.291778709550075455e+00 2.520464629246857768e+00 -2.858095547468485265e+00 -3.317362589998248179e+00 7.190856300276378121e-01 7.778554943981715875e-01 -1.714983951514611332e-02 -3.653615212139525031e-02 -4.490173836255618167e-01 -4.458562655414690656e-01
9.856363857291645658e+00 9.815341834064737370e+00 -5.896988456212183261e-01 -5.813239708999556887e-01 8.371567846511810629e+00 9.817764294832683092e+00 -5.856203942056215084e-01 -5.942100423031485557e-01 8.035856165596589662e+00 1.002375139620672329e+01 -5.091851637390043539e-01 -5.039313836808824165e-01 8.671372389815935833e+00 1.012003130734212064e+01 -1.782314601069324711e-01 -1.962591712942073074e-01 1.023397550414317436e+01 1.012522931106694735e+01 1.537341229849450153e-01 1.211499335779359782e-01 9.284662331789077072e+00 1.087916186401594487e+01 3.821873384834076348e-01 3.397450033282647386e-01 8.904832714476000888e+00 1.121483561395814021e+01 5.433100708554909897e-01 5.151398163937517261e-01 9.031669005557574792e+00 1.063043852059252714e+01 6.381270770988556329e-01 6.544151732567624613e-01
-3.337943540263457187e+00 -3.127375249540147006e+00 4.829412958760729069e+00 5.104791295955291908e+00 2.313406601848265964e+00 2.443841196341869360e+00 4.529028798881890694e+00 4.819253599476563288e+00 5.991813868782692509e+00 6.880069205796680798e+00 3.907721916841264687e+00 3.962914700693133785e+00 6.650752489975470638e+00 7.114532953464224541e+00 2.449343306526394315e+00 2.540695136537448384e+00 3.955271019867006910e+00 3.495395556182794294e+00 1.261405232875880689e+00 1.171110491690513067e+00 -1.687792624765375615e+00 -1.948292627555054501e+00 -2.219842432512915964e-01 -4.025858735989495396e-01 -5.400803929019040162e+00 -6.422151274538787646e+00 -1.821198310589191127e+00 -2.051841059290436586e+00 -6.076960717410169188e+00 -6.731024136195846275e+00 -3.366455048105188474e+00 -3.742693625730757034e+00
-5.194453210144737154e-01 -5.933169636241937273e-01 -1.727074980670147974e+00 -1.769089422086152830e+00 -1.682407199487969907e+00 -1.936372133791318451e+00 -2.972599951176127520e-02 -6.965996497678414445e-03 -5.227947053702364233e-01 -7.877967613663395818e-01 1.614159455540455701e+00 1.655808415491546670e+00 2.919342332928545058e+00 2.933273576017338957e+00 3.274660939336627496e+00 3.541504479107945080e+00 8.366143430620532229e+00 7.615407803848768253e+00 5.481639267834588658e+00 6.002029099193260997e+00 9.301366911646187674e+00 1.032474667585891659e+01 5.634715897873039836e+00 6.479721350511239208e+00 6.840356329580954409e+00 7.941018640987908661e+00 5.130062697015100426e+00 5.534942093005268404e+00 2.901826447028331035e+00 2.960832549114467138e+00 3.278236121048754281e+00 3.533543819619412218e+00
-2.101658385220972480e-01 -1.166702360054348575e-01 -1.078532880842937303e-01 -1.046319695341782624e-01 -8.995772537199964169e-02 -2.506139773332248175e-02 -2.522181712017756983e-01 -2.554649501369743447e-01 6.377200251197548964e-01 8.129518550509752250e-01 -3.977201042215789406e-01 -3.924796357636896604e-01 1.751733914410285031e+00 1.989585715757121287e+00 -4.852864986208934583e-01 -5.200886267974084154e-01 2.948187090619375894e+00 2.791611516738032872e+00 -6.052402026274085189e-01 -6.503463426149369564e-01 2.564597419304858850e+00 2.878868183036393802e+00 -4.683396384165890436e-01 -5.112078804586869252e-01 1.647235344476551067e+00 1.968053048108733494e+00 -3.072317223907501393e-01 -3.115503192825831991e-01 5.751796858124770262e-01 6.712339634909001429e-01 -9.007908020096229429e-02 -9.302274157148257561e-02
-9.417027981600107012e+00 -8.853824107757510831e+00 4.369627475786799664e+00 5.024169659747559358e+00 -7.698023337997144111e+00 -8.495825668226723693e+00 4.431521261438292392e+00 5.165327099854176929e+00 -7.212452042101936023e+00 -8.510704114142388477e+00 4.440176696602854634e+00 4.898028167062444815e+00 -7.875191675739793951e+00 -8.759057427309551613e+00 3.583080930942907916e+00 4.044588468882846399e+00 -9.700062901130671378e+00 -9.193595960842980475e+00 2.838968380709550932e+00 3.061277132377866472e+00 -9.105229195156740118e+00 -1.023949513686852875e+01 9.886794303862647126e-01 1.051164587597696265e+00 -8.857416697837072306e+00 -1.064643770850393523e+01 -9.820650502007339799e-01 -1.191587604491566532e+00 -8.850990377009699372e+00 -9.932333819978202527e+00 -2.819221375509597394e+00 -3.366596283815114887e+00
6.557317910460890964e+00 5.904979634365710162e+00 4.062278166271873658e+00 4.111310073489969241e+00 5.112099808554372515e+00 5.419606230317428164e+00 1.617970183895524050e+00 1.626493386319041834e+00 1.983317851839536683e+00 2.185877636387729250e+00 -3.991840587302234455e-01 -4.993159312793994387e-01 -1.827832394471131217e+00 -2.008984167295060796e+00 -2.063342357428193274e+00 -2.291189383978612604e+00 -5.353601439871709111e+00 -4.859489849167307973e+00 -3.907188896119783372e+00 -4.117937586609578204e+00 -4.543358869091486341e+00 -4.961288941362332672e+00 -4.754355663517973341e+00 -5.129871169220090898e+00 -1.300204044859858188e+00 -1.552409509291617473e+00 -5.739454559810099887e+00 -5.912026030468005011e+00 3.116115480229591395e+00 3.335944316447111646e+00 -5.022277954099001462e+00 -5.331621520142218351e+00
-1.115486722292162014e+01 -9.959988664158091254e+00 1.349885227628685591e+01 1.539645920170795890e+01 -7.647685835799441278e+00 -7.943434917325682854e+00 9.872790416061928198e+00 1.131315982164395884e+01 -3.342499255288086335e+00 -3.533297972726396896e+00 5.912896162528543442e+00 6.152941967467738138e+00 -5.303460224786363808e-01 -4.628203355309723488e-01 2.323190537565413827e+00 2.408629407143217716e+00 7.929808538201515988e-01 6.563266408394968776e-01 3.165117388486360372e-01 3.573202230083454833e-01 3.067849481648583093e-02 7.481810230247129545e-02 -1.833073917515630979e+00 -1.820292363343970710e+00 -2.416735249064333235e+00 -2.534759976996146857e+00 -5.662805397714392619e+00 -5.785402345871792029e+00 -6.655355907889251910e+00 -6.926918619946416555e+00 -1.003347970223701324e+01 -1.134945577477563994e+01
